,Number of Vehicles,1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Vehicle Number,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
1137,3,3,2,1,2,2,9,1,2,2,35
1138,2,3,2,1,2,2,8,1,3,1,40
1139,2,6,2,4,1,1,9,1,3,1,26
1140,2,6,1,4,1,1,9,2,3,1,28
1141,2,6,2,1,1,2,9,1,3,2,24
1142,2,6,1,1,1,2,9,1,3,1,43
1143,2,6,1,1,1,2,9,2,3,2,39
1144,2,6,1,1,1,2,9,2,3,1,10
1145,2,6,1,1,1,2,9,2,3,2,7
1146,2,6,2,7,1,2,9,1,3,1,30
1147,2,6,1,1,1,2,1,1,3,1,38
1148,1,6,1,1,1,1,9,3,3,2,25
1149,1,4,1,1,1,1,9,2,2,2,22
1150,1,4,1,1,1,1,9,2,3,2,22
1151,2,6,1,1,1,1,9,1,2,1,89
1152,2,6,1,1,1,2,1,1,3,1,37
1153,1,6,1,1,1,1,9,1,3,1,28
1154,1,6,1,1,1,1,9,2,3,2,20
1155,2,6,1,1,1,2,1,1,3,1,26
1156,3,3,1,1,1,2,9,1,3,2,44
1157,2,6,1,1,1,1,9,1,2,1,25
1158,2,6,1,1,1,1,9,2,3,1,20
1159,2,6,1,1,1,2,9,1,3,1,51
1160,2,6,1,1,1,1,9,1,3,1,83
1161,2,6,1,1,1,2,9,2,3,1,11
1162,2,2,1,1,1,1,9,1,3,1,45
1163,2,2,1,1,1,2,9,2,3,2,59
1164,3,2,1,1,1,2,19,1,3,1,29
1165,3,2,1,1,1,2,19,2,3,1,32
1166,3,2,1,1,1,2,19,2,3,1,24
1167,2,3,1,1,1,1,9,2,3,2,15
1168,1,6,1,1,1,1,2,3,3,1,14
1169,1,6,1,1,1,1,2,3,3,2,32
1170,1,6,1,1,1,1,19,3,3,1,23
1171,2,6,1,1,1,2,1,1,3,1,24
1172,1,6,1,1,1,1,19,3,2,1,26
1173,2,2,1,1,1,1,9,2,3,2,5
1174,2,2,1,1,1,1,9,2,3,1,34
1175,2,3,1,1,1,2,9,1,3,2,29
1176,1,3,1,1,1,1,4,1,2,1,54
1177,1,3,1,1,1,1,9,3,3,1,54
1178,2,1,1,1,1,1,9,2,3,2,52
1179,3,6,1,1,1,2,9,1,2,2,69
1180,3,6,1,1,1,1,9,1,3,2,18
1181,3,1,1,1,1,2,9,1,3,1,39
1182,2,4,1,1,1,1,9,1,3,2,58
1183,3,6,1,1,1,2,9,1,3,2,44
1184,3,6,1,1,1,1,9,1,3,2,53
1185,2,1,1,1,1,2,9,2,3,2,27
1186,2,4,1,1,1,1,90,1,2,1,22
1187,2,4,1,1,1,2,9,1,3,2,32
1188,2,6,1,4,1,1,9,1,3,2,45
1189,2,6,1,6,1,2,9,1,3,1,36
1190,1,6,1,1,1,1,8,3,3,1,2
1191,1,6,1,1,1,1,9,3,3,1,2
1192,2,2,1,7,1,1,8,2,3,2,21
1193,2,2,1,7,1,1,8,2,3,1,23
1194,2,6,1,4,1,1,9,1,2,1,25
1195,2,6,1,1,1,1,9,1,2,2,20
1196,2,6,1,1,1,1,9,2,3,1,21
1197,2,6,1,1,1,1,9,2,2,2,20
1198,2,6,1,1,1,2,9,1,3,2,53
1199,2,6,1,1,1,2,5,1,2,1,47
1200,2,1,1,1,1,1,9,1,2,1,79
1201,2,1,1,1,1,1,9,2,2,2,80
1202,2,3,1,1,1,2,9,2,3,2,65
1203,2,6,1,4,1,2,1,1,2,1,36
1204,1,6,1,4,1,1,9,3,3,1,47
1205,2,3,1,1,1,1,9,1,3,2,19
1206,2,6,1,1,1,2,9,2,3,2,83
1207,2,6,1,1,1,2,1,1,2,1,47
1208,2,1,1,1,1,1,9,1,3,2,45
1209,1,3,1,4,1,1,9,3,3,1,21
1210,5,1,1,1,1,4,9,1,3,1,32
1211,5,1,1,1,1,4,9,2,3,2,27
1212,1,3,1,1,1,1,9,2,3,1,20
1213,2,6,1,1,1,2,9,1,3,1,32
1214,2,6,2,4,1,1,19,1,3,1,29
1215,2,6,2,4,1,1,19,2,3,2,40
1216,2,6,2,4,1,2,19,1,3,1,35
1217,2,6,2,4,1,2,19,2,3,1,28
1218,2,3,1,1,1,2,1,1,2,1,46
1219,2,3,1,1,1,1,1,1,2,1,33
1220,2,3,1,1,1,2,9,2,3,1,7
1221,1,6,2,1,1,1,11,2,3,2,44
1222,2,1,1,1,1,1,9,1,3,2,44
1223,2,3,1,1,1,2,9,1,3,1,40
1224,2,3,1,1,1,2,9,2,3,1,27
1225,1,6,1,1,1,1,9,3,3,2,86
1226,2,3,1,1,1,2,9,1,3,2,34
1227,2,3,1,1,1,2,1,1,3,1,38
1228,2,3,1,1,1,2,1,1,3,1,27
1229,2,6,1,4,1,1,3,1,2,1,20
1230,3,1,1,1,1,1,9,1,3,1,34
1231,3,1,1,1,1,2,9,1,3,1,42
1232,3,1,1,1,1,3,9,1,3,2,24
1233,1,1,1,4,1,1,3,1,1,1,25
1234,1,6,1,1,1,1,9,3,3,2,72
1235,3,2,1,1,1,2,9,1,3,2,24
1236,2,6,1,1,1,1,9,1,3,2,62
1237,2,6,1,1,1,1,9,2,3,2,32
1238,1,6,1,1,1,1,9,2,3,2,3
1239,2,3,1,1,1,2,1,1,3,1,24
1240,1,6,1,5,1,1,9,3,3,1,57
1241,2,1,1,1,1,1,9,1,3,2,24
1242,2,1,1,1,1,1,9,2,3,2,59
1243,1,6,1,1,1,1,9,3,3,2,3
1244,2,6,1,1,1,2,9,1,3,2,29
1245,2,6,1,1,1,2,9,2,3,2,24
1246,2,6,2,4,1,2,4,1,2,1,30
1247,2,6,1,1,1,1,1,1,2,2,52
1248,4,2,1,1,1,3,9,1,3,1,52
1249,4,2,1,1,1,2,9,1,3,1,46
1250,2,6,1,1,1,2,9,1,3,2,42
1251,2,6,1,1,1,2,9,2,3,1,7
1252,3,6,1,4,1,2,9,1,3,1,40
1253,3,6,1,4,1,3,9,1,3,2,35
1254,1,6,1,4,1,1,9,3,3,2,19
1255,2,4,1,1,1,2,9,1,3,1,34
1256,1,6,1,1,1,1,11,3,3,1,95
1257,3,1,1,1,1,2,9,1,3,2,30
1258,3,1,1,1,1,3,9,1,3,1,25
1259,3,1,1,1,1,3,9,2,3,1,20
1260,3,1,1,1,1,3,9,2,3,1,15
1261,1,6,1,4,1,1,9,3,2,1,39
1262,1,6,1,7,1,1,9,3,3,1,40
1263,3,3,1,1,1,1,9,1,3,1,31
1264,2,3,1,1,1,1,1,1,3,1,12
1265,2,3,1,1,1,2,9,1,3,1,44
1266,2,6,1,4,1,1,9,3,2,1,48
1267,1,3,2,1,2,1,9,3,3,1,11
1268,2,3,2,4,1,1,9,2,2,1,24
1269,2,3,2,4,1,2,9,1,3,1,19
1270,2,3,1,1,1,1,19,1,3,1,35
1271,2,3,1,1,1,2,1,1,3,1,32
1272,2,6,1,1,1,1,5,1,2,1,20
1273,2,6,1,1,1,1,5,2,2,1,19
1274,2,6,1,1,1,2,9,1,3,2,31
1275,2,6,1,1,1,2,19,1,3,1,40
1276,2,3,1,1,1,1,3,1,3,1,19
1277,2,6,1,1,1,2,9,1,3,2,32
1278,3,2,1,1,1,2,9,1,2,2,28
1279,2,3,2,1,1,2,1,1,3,1,20
1280,2,6,1,1,1,1,1,1,3,1,12
1281,2,6,1,1,1,2,11,2,3,2,3
1282,2,6,1,1,1,1,9,1,3,2,62
1283,2,6,1,1,1,2,9,2,3,1,27
1284,2,6,1,4,1,2,1,1,3,1,21
1285,2,6,1,1,1,2,1,1,3,1,29
1286,2,3,1,1,1,2,9,1,3,1,55
1287,3,3,1,1,1,1,9,1,3,2,27
1288,3,3,1,1,1,2,9,1,3,1,24
1289,2,6,1,1,1,1,9,1,3,1,34
1290,1,6,1,4,1,1,9,3,2,1,20
1291,2,3,1,1,1,1,9,1,3,2,47
1292,2,3,1,1,1,2,9,1,3,1,40
1293,2,3,1,1,1,2,3,1,2,1,30
1294,3,2,1,1,1,2,9,1,3,2,54
1295,3,2,1,1,1,3,9,1,3,2,29
1296,2,6,1,4,1,1,9,1,2,2,24
1297,2,6,1,4,1,1,9,2,3,1,69
1298,2,6,1,4,1,2,9,1,3,1,23
1299,1,3,1,1,1,1,11,2,3,2,50
1300,2,6,1,1,1,2,1,1,3,1,37
1301,3,2,1,1,1,2,9,1,3,2,70
1302,3,2,1,1,1,3,9,2,3,2,22
1303,2,3,1,4,1,1,9,1,3,1,31
1304,2,3,1,4,1,2,9,2,3,2,7
1305,2,3,1,1,1,1,1,1,2,2,56
1306,1,3,1,1,1,1,3,1,2,1,16
1307,1,3,2,6,1,1,9,1,2,2,40
1308,1,6,2,4,2,1,9,3,3,1,30
1309,2,6,1,1,1,2,1,1,3,2,32
1310,1,3,1,1,1,1,9,1,2,2,68
1311,2,3,1,1,1,2,9,2,3,2,21
1312,2,6,1,1,1,2,3,1,3,1,39
1313,1,6,1,1,1,1,9,3,3,1,11
1314,2,3,1,4,1,1,9,2,3,1,22
1315,2,3,1,1,1,2,1,1,2,1,27
1316,2,6,1,1,1,2,1,1,3,1,25
1317,2,3,1,1,1,1,9,1,3,2,44
1318,2,3,1,1,1,1,9,1,3,1,35
1319,2,3,1,1,1,1,9,2,3,1,33
1320,2,3,1,1,1,1,3,1,2,1,21
1321,2,6,1,1,1,2,1,1,3,1,40
1322,2,6,1,1,1,1,9,1,3,2,38
1323,2,3,1,1,1,1,5,1,3,1,21
1324,2,1,1,1,1,2,9,1,3,1,31
1325,2,6,1,4,1,2,1,1,2,1,33
1326,2,6,1,1,1,2,1,1,3,1,19
1327,2,4,1,1,1,2,8,1,3,1,40
1328,1,6,1,1,1,1,3,3,2,2,86
1329,2,6,1,1,1,1,9,1,3,1,34
1330,2,6,1,1,1,2,9,1,3,1,51
1331,1,4,1,1,1,1,8,3,3,1,30
1332,2,6,1,1,1,2,11,2,3,2,50
1333,2,4,1,4,1,2,1,1,3,1,16
1334,1,6,1,1,1,1,9,3,2,2,33
1335,2,6,1,1,1,1,9,1,3,1,40
1336,2,6,1,1,1,2,9,1,3,1,35
1337,1,6,1,1,1,1,9,3,3,2,35
1338,2,3,1,1,1,2,1,1,2,1,71
1339,2,6,1,1,1,2,11,2,3,2,27
1340,1,6,1,7,1,1,9,3,3,2,32
1341,2,6,1,1,1,2,1,1,3,1,45
1342,1,3,1,1,1,1,11,2,3,2,35
1343,2,1,1,6,1,2,9,1,3,1,46
1344,2,6,1,1,1,2,1,1,3,1,32
1345,2,6,1,1,1,2,9,1,3,2,35
1346,3,6,1,1,1,1,97,2,2,1,24
1347,3,3,1,1,1,3,8,1,3,1,41
1348,3,3,1,1,1,3,8,2,3,1,40
1349,2,6,1,1,1,2,3,1,2,1,26
1350,2,6,1,1,1,2,1,1,2,1,8
1351,2,3,1,1,1,2,9,1,3,1,64
1352,2,6,1,1,1,2,9,1,3,2,76
1353,2,3,1,1,1,2,9,1,3,1,22
1354,1,4,1,4,1,1,9,3,3,2,82
1355,2,6,1,1,1,2,9,1,3,1,48
1356,2,6,1,1,1,2,1,1,2,2,45
1357,2,6,1,4,1,1,9,1,3,1,31
1358,2,3,1,1,1,1,9,1,3,1,58
1359,2,1,1,1,1,1,19,1,2,1,50
1360,2,6,2,1,1,1,1,1,2,1,29
1361,2,6,2,1,1,2,9,1,3,1,18
1362,2,3,1,1,1,2,1,1,2,1,51
1363,2,6,2,1,1,2,1,1,3,1,40
1364,6,2,5,1,2,1,9,1,3,2,24
1365,6,2,5,1,2,2,21,2,3,2,24
1366,1,3,2,1,2,1,9,3,3,2,19
1367,2,3,1,1,1,2,1,1,3,2,32
1368,5,4,2,1,2,2,9,1,3,1,23
1369,5,4,2,1,2,3,9,1,3,2,40
1370,2,6,2,4,2,1,9,1,2,1,20
1371,1,4,1,1,1,1,9,3,3,1,12
1372,1,6,2,1,1,1,9,3,3,1,11
1373,2,2,1,1,1,2,20,1,3,1,59
1374,2,6,1,1,1,2,1,1,2,1,44
1375,2,3,1,1,1,2,19,1,3,1,28
1376,3,6,1,1,1,2,1,1,2,1,74
1377,2,2,1,1,1,1,9,1,2,1,77
1378,1,3,2,1,2,1,2,1,3,1,16
1379,1,6,2,1,2,1,8,3,2,1,34
1380,2,6,2,1,2,2,1,1,3,1,41
1381,2,6,2,4,2,1,9,2,2,1,30
1382,2,3,1,4,1,2,1,1,3,1,24
1383,2,6,1,1,1,2,9,1,3,2,50
1384,2,6,2,1,1,2,9,1,3,2,46
1385,2,6,1,1,1,2,9,1,3,2,35
1386,2,6,2,1,2,1,9,1,3,1,27
1387,2,6,2,1,2,2,9,1,3,1,65
1388,2,6,2,1,2,2,9,2,3,1,35
1389,2,6,2,1,2,2,9,2,2,2,36
1390,2,6,2,1,2,2,9,2,2,2,33
1391,2,6,2,1,2,2,9,2,3,1,1
1392,2,6,2,1,2,2,9,3,3,2,10
1393,2,6,2,1,2,2,9,3,3,1,45
1394,2,6,2,1,2,2,9,3,3,1,4
1395,2,6,2,1,2,2,9,3,3,1,5
1396,2,6,2,1,2,2,9,3,3,2,33
1397,2,6,2,1,2,2,9,3,3,1,1
1398,2,6,2,1,2,2,9,3,3,2,49
1399,2,3,2,1,2,2,9,1,3,1,49
1400,4,6,1,1,1,2,9,1,3,1,28
1401,1,6,1,1,1,1,11,3,2,1,41
1402,2,6,2,1,1,2,1,1,3,1,45
1403,1,6,1,1,1,1,19,3,3,2,31
1404,2,6,1,1,1,2,1,1,2,1,34
1405,2,3,2,1,2,2,1,1,2,2,53
1406,1,6,2,1,2,1,9,3,3,1,9
1407,2,3,2,1,2,2,1,1,3,1,57
1408,2,6,2,1,2,2,1,1,3,1,17
1409,1,6,1,1,1,1,9,3,3,2,17
1410,2,6,1,1,1,1,9,1,3,2,36
1411,2,6,1,1,1,2,9,2,3,1,43
1412,2,6,1,1,1,2,1,1,3,2,33
1413,1,3,1,1,1,1,9,3,3,2,31
1414,1,3,1,1,1,1,9,1,3,1,30
1415,1,6,1,1,1,1,11,3,2,1,18
1416,2,6,1,4,1,2,1,1,3,1,55
1417,2,6,2,1,1,2,1,1,3,1,49
1418,1,6,1,1,1,1,9,2,3,2,27
1419,2,6,1,1,1,2,1,1,3,1,44
1420,2,6,2,1,2,1,9,1,3,2,43
1421,2,6,2,1,2,2,9,1,3,1,20
1422,2,6,2,4,2,2,9,1,3,1,42
1423,2,6,2,4,2,2,9,2,3,1,20
1424,2,6,2,4,2,2,9,2,3,1,19
1425,3,1,2,1,5,1,19,1,3,1,43
1426,3,1,2,1,5,2,9,1,3,1,43
1427,3,1,2,1,5,2,9,2,3,1,34
1428,2,1,1,1,1,2,9,1,3,1,60
1429,2,1,1,1,1,2,9,2,3,2,56
1430,3,6,1,1,1,1,9,2,3,2,20
1431,2,6,1,1,1,2,9,1,3,2,38
1432,2,6,1,4,1,2,9,1,2,1,35
1433,2,6,1,4,1,1,9,1,2,1,18
1434,2,6,1,4,1,1,9,2,3,2,17
1435,2,6,1,4,1,1,9,2,3,2,16
1436,2,6,1,4,1,1,9,2,3,1,18
1437,2,6,1,4,1,1,9,2,3,1,15
1438,2,6,1,1,1,1,9,2,3,1,9
1439,2,6,2,4,1,2,1,1,3,2,22
1440,1,3,1,1,1,1,11,2,3,2,30
1441,1,3,5,6,2,1,19,1,2,1,47
1442,2,3,2,4,1,1,8,1,3,1,39
1443,2,3,2,4,1,2,9,2,3,2,25
1444,1,6,1,7,1,1,8,3,3,1,49
1445,2,6,2,1,2,2,9,1,3,2,58
1446,1,6,1,1,1,1,9,3,3,2,12
1447,2,3,1,1,1,2,1,1,3,2,44
1448,2,3,1,1,1,2,1,1,2,1,29
1449,1,6,1,1,1,1,9,1,3,1,27
1450,1,6,1,1,1,1,9,2,3,1,24
1451,1,6,2,1,2,1,9,3,3,1,70
1452,2,3,2,4,2,1,19,1,3,1,64
1453,2,3,2,4,2,2,9,1,3,1,53
1454,2,3,1,1,1,2,1,1,3,1,32
1455,2,4,2,1,1,2,1,1,3,1,37
1456,2,6,2,1,2,2,9,2,3,1,1
1457,2,1,2,4,5,1,9,1,3,2,25
1458,2,1,2,4,5,2,9,1,3,1,25
1459,2,6,2,1,1,1,19,1,2,1,55
1460,1,6,1,1,1,1,9,3,3,1,27
1461,2,3,1,1,1,2,1,1,3,1,33
1462,2,1,1,1,1,2,19,1,3,1,33
1463,2,3,1,1,1,1,9,2,3,1,5
1464,4,2,1,1,1,3,9,2,3,2,51
1465,2,6,2,1,2,2,9,1,3,2,25
1466,3,2,1,1,1,3,9,1,3,1,28
1467,2,4,2,1,1,1,2,1,3,2,16
1468,3,1,1,1,1,2,9,1,3,1,38
1469,2,3,1,1,1,2,9,1,3,1,30
1470,2,3,1,1,1,2,9,2,3,2,8
1471,2,3,1,1,1,1,9,1,3,1,45
1472,2,3,1,1,1,2,9,1,3,1,29
1473,2,3,1,1,1,1,5,1,3,1,53
1474,2,6,2,4,1,2,1,1,3,1,49
1475,2,6,2,1,2,1,9,1,3,1,81
1476,2,6,2,1,2,1,9,2,3,2,78
1477,2,3,2,1,1,2,9,1,3,1,28
1478,2,3,2,4,1,2,9,1,2,1,70
1479,2,3,2,4,1,1,9,2,3,1,18
1480,1,6,2,4,1,1,19,3,3,2,16
1481,3,1,1,1,1,1,9,2,3,1,25
1482,2,3,1,7,1,1,9,1,3,1,69
1483,2,3,1,7,1,2,9,1,2,2,61
1484,2,6,1,4,1,2,9,1,3,1,27
1485,2,6,2,1,1,2,1,1,2,2,18
1486,1,6,2,1,2,1,9,3,3,1,21
1487,2,3,2,1,2,1,2,1,3,1,17
1488,2,3,2,1,2,1,3,1,2,1,28
1489,2,3,2,1,2,2,9,1,3,1,71
1490,1,6,1,1,1,1,9,3,3,1,6
1491,2,6,1,4,1,2,9,2,3,1,36
1492,2,6,1,4,1,1,9,1,3,1,45
1493,3,1,1,1,1,1,9,1,3,2,30
1494,3,1,1,1,1,2,9,1,3,2,39
1495,1,2,1,1,1,1,9,1,3,2,26
1496,3,6,2,1,1,2,9,1,3,2,58
1497,1,6,1,1,1,1,20,3,3,2,32
1498,2,1,1,1,1,2,19,1,3,1,40
1499,2,6,1,1,1,1,3,1,3,1,21
1500,2,3,1,1,1,1,5,1,3,1,51
1501,2,3,1,1,1,2,1,1,2,1,55
1502,1,6,1,1,1,1,9,3,3,1,9
1503,2,3,1,1,1,2,1,1,2,1,20
1504,1,6,1,4,1,1,9,3,3,1,26
1505,1,6,1,4,1,1,9,3,3,1,15
1506,1,6,1,5,1,1,9,3,3,2,50
1507,2,3,2,1,2,2,9,1,3,1,37
1508,2,6,1,1,1,2,9,2,3,1,11
1509,2,6,1,1,1,1,3,1,2,1,16
1510,3,3,2,4,2,3,9,1,3,1,55
1511,3,3,2,4,2,3,9,2,2,2,48
1512,2,4,2,4,1,1,9,2,3,2,31
1513,1,6,2,6,2,1,9,1,3,1,19
1514,1,6,2,6,2,1,9,2,3,1,19
1515,2,6,2,1,1,1,1,1,3,1,23
1516,2,6,1,1,1,1,9,1,3,1,27
1517,1,6,1,1,1,1,11,2,3,2,89
1518,1,6,1,1,1,1,11,2,3,2,53
1519,2,6,1,1,1,2,8,2,2,2,27
1520,2,6,2,4,1,1,9,3,2,2,44
1521,2,6,2,1,1,1,9,1,3,1,71
1522,2,6,2,4,1,2,9,3,3,1,18
1523,1,6,2,6,1,1,9,1,3,1,39
1524,2,3,2,4,1,2,9,1,3,1,26
1525,2,3,2,4,1,2,9,2,3,1,22
1526,2,4,2,1,2,1,9,1,3,2,45
1527,1,3,1,1,1,1,21,1,3,1,31
1528,1,6,1,1,1,1,9,3,2,1,8
1529,4,1,1,1,1,3,9,1,3,1,40
1530,2,3,1,1,1,2,9,1,3,2,38
1531,4,2,1,1,1,2,9,1,3,1,26
1532,4,2,1,1,1,3,19,1,3,1,26
1533,2,6,1,1,1,1,1,1,3,1,9
1534,2,3,2,4,1,2,9,1,3,1,54
1535,2,1,1,1,1,2,9,1,3,2,72
1536,1,6,1,1,1,1,5,1,2,1,57
1537,1,3,1,1,1,1,9,3,3,1,23
1538,2,3,2,4,2,2,3,1,3,1,49
1539,2,3,1,1,1,2,9,1,3,1,39
1540,1,6,2,1,2,1,9,3,3,2,10
1541,1,4,1,1,1,1,9,3,3,1,39
1542,2,6,2,1,2,2,9,3,3,2,46
1543,2,6,2,1,2,2,1,1,3,1,39
1544,2,6,2,4,2,2,1,1,2,1,33
1545,2,3,1,4,1,2,9,1,3,1,27
1546,2,3,1,4,1,2,9,2,3,2,28
1547,1,6,2,4,2,1,9,3,3,2,41
1548,2,6,2,1,2,2,3,1,3,1,29
1549,2,3,1,1,1,2,1,1,3,1,19
1550,2,6,1,4,1,2,3,1,3,1,18
1551,1,3,1,1,1,1,11,3,2,1,18
1552,1,6,1,1,1,1,9,3,3,1,84
1553,2,3,1,4,1,1,9,1,3,1,30
1554,2,3,1,4,1,2,9,1,3,1,40
1555,3,3,1,4,1,2,9,1,3,2,20
1556,2,6,1,4,1,2,1,1,2,1,45
1557,2,6,1,4,1,2,1,1,3,1,22
1558,1,6,2,4,1,1,9,3,3,1,20
1559,1,3,1,1,1,1,9,3,3,2,18
1560,2,3,1,1,1,2,9,1,3,2,59
1561,2,6,1,1,1,2,9,1,3,2,72
1562,2,3,2,4,2,2,9,1,3,1,21
1563,2,4,2,4,2,1,3,1,3,1,19
1564,1,3,2,4,2,1,9,3,3,1,29
1565,1,6,1,1,1,1,9,3,2,2,59
1566,2,6,2,4,5,2,9,1,3,1,36
1567,3,1,2,6,2,1,9,2,3,2,59
1568,2,1,1,6,1,1,9,1,3,1,35
1569,1,6,2,4,2,1,11,2,3,1,75
1570,1,6,2,1,2,1,9,3,3,1,38
1571,2,3,2,1,2,2,3,1,3,1,22
1572,1,3,2,1,2,1,9,3,2,1,48
1573,1,6,2,6,8,1,9,3,1,1,65
1574,1,6,2,6,8,1,9,3,2,1,52
1575,1,6,2,1,1,1,9,3,3,2,14
1576,4,3,2,6,1,1,19,1,3,1,27
1577,4,3,2,6,1,1,19,2,3,2,39
1578,2,1,2,1,2,1,21,3,1,1,47
1579,2,1,1,1,1,2,19,1,3,2,51
1580,1,6,2,4,2,1,19,3,1,2,75
1581,1,4,1,1,1,1,9,3,3,1,11
1582,2,6,2,4,1,2,9,1,3,1,43
1583,2,6,2,4,1,2,9,2,3,1,26
1584,1,6,2,1,1,1,9,1,3,1,21
1585,2,6,1,1,1,2,1,1,3,1,26
1586,1,6,1,1,1,1,9,3,2,2,64
1587,2,6,2,4,8,2,5,1,3,1,53
1588,2,3,1,1,1,1,9,1,3,1,83
1589,2,3,1,1,1,1,9,2,3,1,89
1590,2,3,1,1,1,1,9,2,2,1,81
1591,2,6,2,1,2,2,9,1,3,2,45
1592,2,6,2,4,2,2,9,1,3,2,56
1593,1,6,4,4,8,1,9,1,3,1,18
1594,1,6,1,1,1,1,8,3,3,2,56
1595,1,6,2,4,2,1,9,3,3,1,73
1596,1,3,2,4,1,1,9,3,2,1,20
1597,2,3,2,1,2,1,5,1,3,1,54
1598,2,4,2,1,2,1,9,1,3,2,28
1599,2,4,2,1,2,2,9,1,3,1,39
1600,2,6,1,7,1,2,9,2,3,1,12
1601,2,6,1,7,1,2,9,2,3,1,9
1602,2,6,1,7,1,2,9,2,3,2,10
1603,1,6,2,1,2,1,9,3,3,2,5
1604,1,6,2,6,2,1,3,3,2,2,33
1605,2,6,2,4,5,2,9,1,3,2,35
1606,3,3,2,4,2,1,9,1,3,1,52
1607,1,6,1,7,1,1,9,3,3,2,16
1608,1,3,5,4,2,1,9,1,3,1,30
1609,1,3,5,4,2,1,9,2,2,1,27
1610,2,3,2,1,1,1,19,1,3,1,43
1611,2,3,2,1,1,1,19,2,3,1,60
1612,2,3,2,1,1,2,9,1,3,1,49
1613,2,3,1,1,1,2,9,1,3,2,27
1614,1,6,2,1,1,1,19,3,2,2,59
1615,2,3,1,1,1,2,2,1,3,1,25
1616,2,6,2,1,1,1,9,2,3,2,39
1617,2,6,2,1,1,1,9,2,3,2,49
1618,2,6,2,1,1,1,9,2,3,2,12
1619,1,6,2,1,1,1,9,3,3,2,4
1620,4,1,2,6,1,2,9,1,3,2,40
1621,4,1,2,6,1,3,9,1,3,1,54
1622,2,3,2,4,1,1,1,1,3,1,63
1623,2,1,2,4,1,1,9,1,3,1,38
1624,2,1,2,4,1,2,9,1,3,1,54
1625,2,1,2,4,1,2,9,2,3,2,75
1626,1,6,2,1,4,1,9,3,3,1,18
1627,3,6,2,4,1,1,9,1,3,1,38
1628,1,3,2,4,1,1,9,1,2,1,18
1629,1,1,1,1,1,1,9,1,3,2,32
1630,1,1,1,1,1,1,9,2,3,1,8
1631,1,1,1,1,1,1,9,2,3,1,6
1632,1,1,1,1,1,1,9,2,3,2,1
1633,1,1,2,1,1,1,9,1,3,2,26
1634,2,3,2,4,2,2,9,1,3,2,68
1635,2,3,2,4,2,2,9,2,3,1,14
1636,1,3,1,7,1,1,9,3,3,2,47
1637,1,6,2,6,5,1,9,1,3,1,19
1638,1,6,2,6,5,1,9,2,3,2,18
1639,2,3,1,4,1,2,9,2,2,1,50
1640,3,1,2,1,1,1,9,1,3,1,27
1641,3,1,2,1,1,2,9,1,3,1,50
1642,1,6,2,4,2,1,9,3,2,2,79
1643,1,6,1,1,1,1,9,3,2,2,16
1644,2,3,2,4,2,1,9,1,3,1,40
1645,2,3,2,4,2,2,11,1,3,1,49
1646,1,6,1,1,1,1,9,3,3,2,19
1647,1,6,2,1,1,1,10,3,3,1,19
1648,1,4,2,4,2,1,9,3,3,1,8
1649,1,6,2,1,2,1,9,3,3,1,74
1650,1,6,2,6,1,1,21,1,2,1,38
1651,2,3,1,1,1,1,1,1,3,1,17
1652,2,6,1,1,1,2,1,1,3,1,29
1653,2,3,2,1,1,2,9,1,3,1,26
1654,2,3,1,4,1,2,9,1,3,1,57
1655,2,3,2,1,1,2,9,1,3,2,30
1656,2,3,2,1,1,2,9,2,2,2,60
1657,2,3,2,1,1,2,9,2,3,2,25
1658,2,6,2,4,2,2,1,1,3,1,54
1659,2,6,2,1,2,1,9,1,3,2,50
1660,2,6,2,1,1,2,9,1,3,1,63
1661,1,6,2,4,2,1,9,3,2,2,69
1662,2,6,1,1,1,2,3,1,3,1,17
1663,1,6,2,4,2,1,9,1,2,1,29
1664,1,6,2,6,2,1,9,3,3,2,41
1665,4,2,2,6,2,1,9,1,3,1,40
1666,2,6,2,4,1,2,9,2,3,2,34
1667,2,6,2,4,1,2,9,2,3,2,12
1668,2,6,2,4,1,2,9,2,3,2,10
1669,1,4,2,4,2,1,9,3,3,1,46
1670,1,3,2,5,2,1,9,3,2,1,50
1671,1,3,2,4,1,1,3,1,2,1,42
1672,1,3,2,4,1,1,3,3,2,1,37
1673,4,2,1,1,1,2,9,1,3,2,50
1674,4,2,1,1,1,2,9,2,3,1,52
1675,4,2,1,1,1,3,9,1,3,2,60
1676,4,2,1,1,1,3,9,2,3,1,61
1677,2,6,1,4,8,2,1,1,3,2,24
1678,1,6,1,1,1,1,9,3,2,1,85
1679,1,6,2,4,1,1,9,3,3,2,52
1680,2,6,1,4,1,2,4,1,3,1,24
1681,2,6,4,1,1,1,9,1,3,2,40
1682,2,6,4,1,1,1,9,2,3,1,12
1683,2,6,4,1,1,1,9,1,3,2,22
1684,2,6,4,1,1,1,9,1,3,2,43
1685,2,1,1,1,1,1,9,1,3,1,27
1686,2,1,1,1,1,2,20,1,3,1,24
1687,2,1,1,1,1,2,20,2,3,1,18
1688,1,3,1,1,1,1,11,3,2,1,38
1689,1,3,1,4,1,1,9,3,3,1,11
1690,2,3,1,4,1,2,9,2,3,1,55
1691,2,3,1,4,1,2,8,1,3,1,31
1692,3,1,1,1,1,1,9,1,3,2,59
